5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3
3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5
2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2
1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1
2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2
3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5
5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3
5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3
3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5
2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2
1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1
2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2
3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5
5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3
5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3
3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5
2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2
1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1
2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2
3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5
5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3
5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3
3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5
2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2
1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2,2,5,3,2,7,1
2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5,7,5,4,2,1,2
3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3,2,3,7,1,2,5
5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3,7,2,1,2,3,3
5,4,2,1,2,2,5,3,2,7,1,2,3,6,2,6,2,1,2,5,2,5,5,7,1,2,2,4,3
