0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,6,6,6,6,3,3,3,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,6,6,6,6,6,3,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,4,6,6,6,6,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,4,4,4,6,6,6,1,1,1,1,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2
8,1,8,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,8,8,8,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,2
8,1,8,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,2,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,2,2,2,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,8,6,6,6,6,6,6,6,2,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,8,8,6,6,6,6,6,6,6,1,1,2
8,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,8,6,6,6,6,6,6,6,6,1,1,2
8,1,6,6,6,6,4,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,2
8,1,6,6,6,4,4,4,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,2
8,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
