7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7
7,7,3,3,3,3,3,7,7,7,7,7,7,7,7,7
7,7,3,3,3,3,3,7,7,7,7,7,7,7,7,7
7,7,3,3,3,3,3,7,7,7,7,7,7,7,7,7
7,7,3,3,3,3,3,7,7,7,7,7,7,7,7,7
7,7,3,3,3,3,3,7,7,7,7,7,6,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7
7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7
7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
