7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6,6,7,0,0,0,7,7,7
6,6,6,6,6,6,6,6,6,7,0,0,0,7,7,7
6,6,6,6,6,6,6,6,6,7,0,0,0,7,7,7
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
