0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7
0,0,7,7,7,7,7,7,9,9,9,7,7,7,7,7
7,7,0,7,7,7,7,7,9,9,9,7,7,7,7,7
7,7,7,0,7,7,7,7,9,9,9,7,7,7,7,7
7,7,7,7,0,0,7,9,7,7,7,7,7,7,7,7
7,7,7,7,0,0,9,7,7,7,7,7,7,7,7,7
7,7,7,7,7,9,7,7,7,7,7,7,7,7,5,5
7,7,9,9,9,7,7,3,3,7,7,7,7,7,5,5
7,7,9,9,9,7,7,3,3,7,7,7,7,5,7,7
7,7,9,9,9,7,7,7,7,3,7,7,5,7,7,7
7,7,7,7,7,7,7,7,7,7,3,5,7,7,7,7
7,7,7,7,7,7,7,7,7,7,5,3,7,7,7,7
7,7,7,7,7,7,7,7,7,5,7,7,3,3,7,7
7,7,7,7,7,7,7,5,5,7,7,7,3,3,7,7
7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
