2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,4,4,2,2,2,8,8,2,2,2,2,2,2,2,2,2,2
2,2,4,2,2,4,2,8,2,2,8,2,3,3,2,2,2,2,2,2
2,4,2,2,2,2,4,5,2,2,2,8,2,2,3,2,2,2,2,2
2,4,2,9,2,2,4,2,2,2,3,8,2,9,2,3,2,2,2,2
2,2,4,2,2,4,2,8,2,2,8,2,2,2,2,3,2,2,2,2
2,2,2,4,4,2,2,2,8,8,2,3,2,2,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
