1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1
1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1
1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1
1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1
1,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1
6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
