0,1,4,9,8,5,6,9,4,8,0,1,4,9,8,5,6,9,4,8,0,1,4,9,8,5,6,9,4
1,4,9,6,8,6,9,4,1,8,1,4,9,6,8,6,9,4,1,8,1,4,9,6,8,6,9,4,1
4,9,6,5,8,9,4,1,0,8,4,9,6,5,8,9,4,1,0,8,4,9,6,5,8,9,4,1,0
9,6,5,6,8,4,1,0,1,8,9,6,5,6,8,4,1,0,1,8,9,6,5,6,8,4,1,0,1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5,6,9,4,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,5,6,9,4,8,0,1,4,9
6,9,4,1,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,6,9,4,1,8,1,4,9,6
9,4,1,0,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,9,4,1,0,8,4,9,6,5
4,1,0,1,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,4,1,0,1,8,9,6,5,6
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,1,4,9,8,3,3,3,3,8,9,9,9,9,8,2,2,2,2,8,0,1,4,9,8,5,6,9,4
1,4,9,6,8,3,3,3,3,8,9,9,9,9,8,2,2,2,2,8,1,4,9,6,8,6,9,4,1
4,9,6,5,8,3,3,3,3,8,9,9,9,9,8,2,2,2,2,8,4,9,6,5,8,9,4,1,0
9,6,5,6,8,3,3,3,3,8,9,9,9,9,8,2,2,2,2,8,9,6,5,6,8,4,1,0,1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5,6,9,4,8,2,2,2,2,8,1,1,1,1,8,2,2,2,2,8,5,6,9,4,8,0,1,4,9
6,9,4,1,8,2,2,2,2,8,1,1,1,1,8,2,2,2,2,8,6,9,4,1,8,1,4,9,6
9,4,1,0,8,2,2,2,2,8,1,1,1,1,8,2,2,2,2,8,9,4,1,0,8,4,9,6,5
4,1,0,1,8,2,2,2,2,8,1,1,1,1,8,2,2,2,2,8,4,1,0,1,8,9,6,5,6
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,1,4,9,8,5,6,9,4,8,0,1,4,9,8,5,6,9,4,8,0,1,4,9,8,5,6,9,4
1,4,9,6,8,6,9,4,1,8,1,4,9,6,8,6,9,4,1,8,1,4,9,6,8,6,9,4,1
4,9,6,5,8,9,4,1,0,8,4,9,6,5,8,9,4,1,0,8,4,9,6,5,8,9,4,1,0
9,6,5,6,8,4,1,0,1,8,9,6,5,6,8,4,1,0,1,8,9,6,5,6,8,4,1,0,1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5,6,9,4,8,0,1,4,9,8,5,6,9,4,8,0,1,4,9,8,5,6,9,4,8,0,1,4,9
6,9,4,1,8,1,4,9,6,8,6,9,4,1,8,1,4,9,6,8,6,9,4,1,8,1,4,9,6
9,4,1,0,8,4,9,6,5,8,9,4,1,0,8,4,9,6,5,8,9,4,1,0,8,4,9,6,5
4,1,0,1,8,9,6,5,6,8,4,1,0,1,8,9,6,5,6,8,4,1,0,1,8,9,6,5,6
