1,2,5,0,7,4,7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5
2,1,2,5,0,4,6,7,0,5,2,4,2,5,0,7,6,4,0,5,2,1,2,4,0,7,6,7,0
5,2,1,2,5,4,7,6,7,0,5,4,1,2,5,0,7,4,7,0,5,2,1,4,5,0,7,6,7
0,5,2,1,2,4,0,7,6,7,0,4,2,1,2,5,0,4,6,7,0,5,2,4,2,5,0,7,6
7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5,4,1,2,5,0,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,6,7,0,5,4,1,2,5,0,7,4,7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5
0,7,6,7,0,4,2,1,2,5,0,4,6,7,0,5,2,4,2,5,0,7,6,4,0,5,2,1,2
5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5,4,1,2,5,0,7,4,7,0,5,2,1
2,5,0,7,6,4,0,5,2,1,2,4,0,7,6,7,0,4,2,1,2,5,0,4,6,7,0,5,2
1,2,5,0,7,4,7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,2,1,2,5,4,1,1,1,1,1,4,8,8,8,8,8,4,7,0,5,2,1,4,5,0,7,6,7
0,5,2,1,2,4,1,1,1,1,1,4,8,8,8,8,8,4,6,7,0,5,2,4,2,5,0,7,6
7,0,5,2,1,4,1,1,1,1,1,4,8,8,8,8,8,4,7,6,7,0,5,4,1,2,5,0,7
6,7,0,5,2,4,1,1,1,1,1,4,8,8,8,8,8,4,0,7,6,7,0,4,2,1,2,5,0
7,6,7,0,5,4,1,1,1,1,1,4,8,8,8,8,8,4,5,0,7,6,7,4,5,2,1,2,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,0,7,6,7,4,0,0,0,0,0,4,3,3,3,3,3,4,1,2,5,0,7,4,7,0,5,2,1
2,5,0,7,6,4,0,0,0,0,0,4,3,3,3,3,3,4,2,1,2,5,0,4,6,7,0,5,2
1,2,5,0,7,4,0,0,0,0,0,4,3,3,3,3,3,4,5,2,1,2,5,4,7,6,7,0,5
2,1,2,5,0,4,0,0,0,0,0,4,3,3,3,3,3,4,0,5,2,1,2,4,0,7,6,7,0
5,2,1,2,5,4,0,0,0,0,0,4,3,3,3,3,3,4,7,0,5,2,1,4,5,0,7,6,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5,4,1,2,5,0,7
6,7,0,5,2,4,2,5,0,7,6,4,0,5,2,1,2,4,0,7,6,7,0,4,2,1,2,5,0
7,6,7,0,5,4,1,2,5,0,7,4,7,0,5,2,1,4,5,0,7,6,7,4,5,2,1,2,5
0,7,6,7,0,4,2,1,2,5,0,4,6,7,0,5,2,4,2,5,0,7,6,4,0,5,2,1,2
5,0,7,6,7,4,5,2,1,2,5,4,7,6,7,0,5,4,1,2,5,0,7,4,7,0,5,2,1
