8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8
8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8
0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2
0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8
8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8
8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8
0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2
0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8
8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8
8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8
0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,8,8,2
0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,8,8,8,8,8
8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8
8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8
0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2
0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8
8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8,3,8,8,4,8,8
8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8
0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2,3,0,8,2,8,2
0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8,3,0,8,8,8,8
8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4,3,8,8,8,8,4
