6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,0,6,0,6,0,6,0,6,6,0,6,6,6,6,6
6,0,6,0,6,0,6,0,6,6,0,6,6,6,6,6
6,6,6,6,7,7,6,2,6,6,2,6,6,6,6,6
6,6,6,6,7,7,6,2,6,6,2,6,6,6,6,6
6,0,6,0,6,0,6,0,6,6,0,6,6,6,6,6
6,0,6,0,6,0,6,0,6,6,0,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
