4,4,4,4,4,4,4,4,6,6,0,0,7,0,0,7,7,0,0,7
4,0,0,4,4,0,0,4,6,6,0,0,0,7,7,0,0,7,7,0
4,0,0,4,4,0,0,4,0,0,6,6,0,7,7,0,0,7,7,0
4,4,4,4,4,4,4,4,0,0,6,6,7,0,0,7,7,0,0,7
4,4,4,4,0,1,1,0,4,4,4,4,0,1,1,0,7,0,0,7
4,0,0,4,1,0,0,1,4,0,0,4,1,0,0,1,0,7,7,0
4,0,0,4,1,0,0,1,4,0,0,4,1,0,0,1,0,7,7,0
4,4,4,4,0,1,1,0,4,4,4,4,0,1,1,0,7,0,0,7
6,6,0,0,0,1,1,0,6,6,0,0,4,4,4,4,6,6,0,0
6,6,0,0,1,0,0,1,6,6,0,0,4,0,0,4,6,6,0,0
0,0,6,6,1,0,0,1,0,0,6,6,4,0,0,4,0,0,6,6
0,0,6,6,0,1,1,0,0,0,6,6,4,4,4,4,0,0,6,6
7,0,0,7,0,1,1,0,4,4,4,4,0,1,1,0,4,4,4,4
0,7,7,0,1,0,0,1,4,0,0,4,1,0,0,1,4,0,0,4
0,7,7,0,1,0,0,1,4,0,0,4,1,0,0,1,4,0,0,4
7,0,0,7,0,1,1,0,4,4,4,4,0,1,1,0,4,4,4,4
7,0,0,7,7,0,0,7,6,6,0,0,4,4,4,4,4,4,4,4
0,7,7,0,0,7,7,0,6,6,0,0,4,0,0,4,4,0,0,4
0,7,7,0,0,7,7,0,0,0,6,6,4,0,0,4,4,0,0,4
7,0,0,7,7,0,0,7,0,0,6,6,4,4,4,4,4,4,4,4
