8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,2,2,8,8,8,8,8,1,1,8
8,8,8,8,8,8,0,8,2,2,8,8,8,8,8,1,1,8
8,8,2,2,8,0,8,8,8,0,8,8,8,8,0,8,5,8
8,8,2,2,0,8,8,8,8,0,8,8,8,0,8,8,5,8
8,8,0,8,8,8,8,8,8,0,8,8,8,0,8,8,5,8
8,8,0,8,8,8,8,8,8,0,8,8,8,0,8,8,5,8
8,8,8,0,8,8,8,8,8,0,8,8,0,8,8,8,5,8
8,8,8,0,8,8,8,8,8,8,0,8,2,2,8,8,5,8
8,8,8,1,1,8,8,8,8,8,0,8,2,2,8,8,5,8
8,8,8,1,1,8,8,8,8,8,0,8,8,8,8,8,5,8
8,8,8,5,8,8,8,8,8,8,0,8,8,8,8,5,8,8
8,8,8,8,5,8,8,8,8,8,0,8,8,8,5,8,8,8
8,8,8,8,5,8,8,8,8,8,3,3,8,5,8,8,8,8
8,8,8,8,3,3,8,8,5,5,3,3,5,8,8,8,8,8
8,8,8,8,3,3,5,5,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
