2,2,1,8,8,9,2,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
2,2,2,8,8,9,2,2,2,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
1,2,1,8,8,9,1,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,2,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,1,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,2,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,1,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
2,2,1,8,8,9,2,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
2,2,2,8,8,9,2,2,2,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
1,2,1,8,8,9,1,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
2,2,1,8,8,9,2,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
2,2,2,8,8,9,2,2,2,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
1,2,1,8,8,9,1,2,1,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,2,2,2,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,1,2,1,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8
