0,0,0,0,0,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5
0,7,7,7,0,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,7,7,4,0,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,7,4,7,0,6,5,5,5,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,3,3,3
0,0,0,0,0,6,5,5,5,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3
0,0,0,0,0,6,5,5,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
1,1,1,0,0,6,5,5,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
0,0,1,0,0,6,5,5,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
0,0,1,0,0,6,5,3,3,3,3,8,8,8,8,8,8,8,1,1,1,8,8,8,8,8,8,8,8,3
0,1,1,1,0,6,5,3,3,3,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,3
1,1,1,1,1,6,5,3,3,3,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,3
1,0,1,0,1,6,5,3,3,3,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,3
6,6,6,6,6,6,5,3,3,3,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,3
6,0,0,0,6,6,5,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3
6,0,0,0,6,6,5,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3
6,0,0,4,6,6,5,5,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3
6,6,6,6,6,6,5,5,5,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3
6,0,0,0,6,6,5,5,5,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,5
6,0,7,0,6,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5
6,0,7,0,6,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5
