0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,2,3,3,2,0,2,6,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,1,3,2,0,2,3,3,2,0,2,1,3,2,0,2,3,3,2,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,3,3,2,0,2,3,3,2,0,2,1,3,2,0,2,3,3,2,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,2,3,3,2,0,2,6,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,2,3,8,2,0,2,3,3,2,0,2,3,3,2,0,2,3,8,2,0
0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0,2,3,3,2,0
0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
