0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2
0,0,0,0,0,5,0,0,5,5,0,0,4,4,4,2,0
0,0,0,0,5,0,2,0,0,0,0,0,4,0,2,0,0
0,0,0,0,0,0,0,2,0,0,4,4,4,2,0,0,0
0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0
0,0,0,5,0,0,0,0,0,8,8,8,0,0,5,0,0
0,0,0,0,0,0,0,5,4,8,8,8,4,5,0,0,0
0,0,5,0,0,0,0,0,0,8,8,8,0,0,0,0,0
0,0,0,0,5,0,0,0,2,0,4,0,2,5,0,0,0
0,0,0,0,0,0,0,2,0,5,4,5,0,2,5,0,0
0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
0,0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,2,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
