0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0
0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,0,4,3,0,0
0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,3,0,0
0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
