1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0
0,0,0,6,3,3,3,3,3,6,0,0,0,0,0,0
0,0,0,6,3,2,2,2,3,6,0,0,0,0,0,0
0,0,0,6,3,2,1,2,3,6,0,0,0,0,0,0
0,0,0,6,3,2,2,2,3,6,0,0,0,0,0,0
0,0,0,6,3,3,3,3,3,6,0,0,0,0,0,0
0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
