0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,9,8,0,9,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,9,4,0,9,4,0,9,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,8,4,0,8,4,0,8,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,8,0,8,8,0,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,9,0,0,0,0,0,0,0,0,0,0,0
0,9,9,0,9,9,0,9,9,0,9,9,0,9,9,0,9,9,0,5,5,0,0,0,0,0,0,0,0
0,0,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,9,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,8,8,0,8,8,0,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,8,4,0,8,4,0,8,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,9,4,0,9,4,0,9,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,9,8,0,9,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
