0,0,5,5,5,5,0,5,0,5,0,5,0,0,5,5,0,5,0,5,5,0
0,0,5,0,5,5,0,0,5,5,0,5,0,0,5,5,0,5,0,5,5,0
5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,3,5,5,5,5,0,5
5,0,5,5,5,5,0,5,5,5,0,5,5,0,3,4,3,5,5,5,5,5
0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,5,5,5,5,5
5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,5,8,4,8,0,0,5,5,0,5,0,0,5,5,0,5,0,5,0,0
5,5,0,5,8,5,0,0,5,5,5,5,0,5,5,5,5,5,5,5,5,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,0,0,0,5,5,5,5,5,0,5,5,5,5,5,5,5
0,0,5,5,5,5,0,5,5,5,0,5,0,0,5,5,0,5,0,5,5,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,5,5,5,5,0,5,5,5,8,5,0,0,5,5,0,5,0,0,5,0
0,0,0,5,5,5,0,5,5,8,4,8,0,0,5,5,0,5,0,5,5,0
5,5,5,5,5,5,5,5,5,0,8,5,5,5,5,5,0,5,5,5,5,5
0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,5,0,5,5,0,5,5,5,0,5,0,0,5,5,0,5,0,5,5,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,5,5,5,5,0,5,5,5,0,5,0,0,5,5,0,5,0,0,5,0
5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5
