6,7,3,3,3,3,3,3,3,3,3,3,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,8,8,8,8,8,8,8,8,8,8,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,1,1,1,1,1,1,1,1,1,1,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,1,1,1,1,1,1,1,1,1,1,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,5,5,5,5,5,5,5,5,5,5,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,0,0,0,0,0,0,0,0,0,0,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,0,0,0,0,0,0,0,0,0,0,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,9,9,9,9,9,9,9,9,9,9,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,3,3,3,3,3,3,3,3,3,3,7,7
6,7,7,7,7,7,7,7,7,7,7,7,7,7
6,7,3,3,3,3,3,3,3,3,3,3,7,7
