6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,4
6,7,4,4,4,4,4,4,7,4,7,4,4,4,7,4
6,7,7,7,7,7,7,4,7,4,7,4,7,4,7,4
6,7,2,2,2,2,2,2,7,7,7,7,7,4,7,4
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,2,2,2,2,2,2,7,5,7,5,7,9,7,0
6,7,7,7,7,7,7,7,6,5,7,5,7,9,7,0
6,7,5,5,5,5,5,5,5,5,7,5,7,9,7,0
7,7,7,7,7,7,7,7,7,7,7,5,7,9,7,0
6,7,5,5,5,5,5,5,5,5,5,5,7,9,7,0
6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7
6,7,3,3,3,3,3,7,7,7,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3
6,7,3,3,3,3,3,7,7,7,3,3,3,3,7,3
6,7,7,7,7,7,7,7,7,7,7,7,7,3,7,3
6,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7
