2,2,2,2,2,2,2,2,0,4,4,4,4,4,4,4,4
2,2,2,2,2,2,2,2,0,4,4,4,4,4,4,4,4
2,2,2,1,2,2,2,2,0,4,9,4,4,4,4,4,4
2,1,1,1,2,2,2,2,0,4,9,4,4,9,4,4,4
2,2,2,1,2,2,2,2,0,4,9,4,4,9,4,4,4
2,2,2,1,2,2,2,2,0,4,9,9,9,9,9,9,4
2,2,2,1,1,1,1,2,0,4,4,4,4,9,4,4,4
2,2,2,2,2,2,2,2,0,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,8,8
3,4,4,4,3,3,3,3,0,8,8,8,6,6,8,8,8
3,3,3,4,3,3,3,3,0,8,8,8,8,6,8,6,8
3,3,4,4,4,3,3,3,0,8,8,8,8,6,6,6,8
3,3,3,4,3,3,3,3,0,8,8,8,8,8,8,6,8
3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,6,8
3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,6,8
3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,8,8
