1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,8,8,8,8,2,5,5,2,2
1,1,5,5,5,5,5,5,8,5,5,5,4,4,5,5,4,8,9,5,8,5,5,5,2,2
1,1,5,5,5,5,5,5,8,8,4,5,4,4,5,5,5,8,8,5,8,2,5,5,2,2
1,1,5,5,5,5,1,8,8,9,5,5,4,4,5,5,5,5,8,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,8,9,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,1,8,8,8,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2
