3,4,3,4,8,9,9,9,9,9,9,8,4,4,4,4
4,3,4,3,8,9,9,9,9,9,9,8,4,4,3,4
3,3,3,4,8,8,8,9,9,9,9,8,3,3,4,4
3,4,3,3,8,9,8,9,9,9,9,8,8,8,8,8
8,8,8,8,8,9,8,9,9,9,9,9,8,9,9,9
9,8,9,9,9,9,8,9,9,9,9,9,8,9,9,9
9,8,9,9,9,8,8,8,8,8,8,8,8,9,9,9
9,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,9
9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9
9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9
9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9
9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9
9,9,9,9,9,8,8,8,8,9,9,9,9,8,8,8
9,9,9,9,9,8,4,4,8,9,9,9,9,8,3,4
9,9,9,9,9,8,4,3,8,9,9,9,9,8,4,4
