7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7
7,7,7,7,7,7,9,7,7,7,3,7,7,7,7,7
7,7,7,7,7,7,7,9,7,7,7,3,7,7,7,7
7,7,7,7,7,7,1,7,9,7,7,7,3,7,7,7
7,7,7,7,7,1,7,7,7,9,7,7,7,3,7,7
7,7,7,7,1,7,7,7,7,7,9,7,7,7,3,7
7,4,4,4,4,4,4,4,4,4,4,9,7,7,7,3
