0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1
1,8,8,8,8,8,8,8,8,8,8,8,1,2,3,0,1,2,3,0,1,2
0,8,2,3,0,1,2,3,0,1,2,8,0,1,2,3,0,1,2,3,0,1
1,8,3,0,1,2,3,0,4,4,4,4,4,4,4,0,1,2,3,0,1,2
0,8,2,3,0,1,2,3,4,5,5,5,5,5,4,3,0,1,2,3,0,1
1,8,3,0,1,2,3,0,4,5,5,5,5,5,4,0,1,2,3,0,1,2
0,8,2,3,0,1,2,3,4,5,5,5,5,5,4,3,0,1,2,3,0,1
1,8,3,0,1,2,3,0,4,5,5,5,5,5,4,0,1,2,3,0,1,2
0,8,2,3,0,1,2,3,4,4,4,4,4,4,4,3,0,6,6,3,0,1
1,8,3,0,1,2,3,0,1,2,3,8,1,2,3,0,1,6,6,0,1,2
0,8,2,3,0,1,2,3,0,1,2,8,0,1,2,3,0,1,2,3,0,1
1,8,3,0,1,2,3,0,1,2,3,8,1,2,3,0,1,2,3,0,1,2
0,8,8,8,8,8,8,8,8,8,8,8,0,1,2,3,0,1,2,3,0,1
1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
