1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,8,1,7,7,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,8
1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1
1,1,1,7,7,7,1,1,1,1,1,1,1,1,8,1,8,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,8,1,8,1,1,1,1,8,1,1,1,1,7,7,7,1,1,1,1,1,1,1
1,1,8,1,1,1,1,1,8,1,4,4,4,4,1,1,1,1,7,7,7,1,1,1,1,8,1,1
1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,7,7,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8
1,1,1,1,7,7,7,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,1
1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,4,4,4,4,1
1,1,1,1,7,7,7,1,1,1,1,8,1,1,8,1,1,8,8,1,1,1,1,4,4,4,4,1
1,8,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1
1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,1,3,3,1,1,1,1,8,1,4,4,4,4,1,1,1,1,1,1,1
1,8,1,1,1,1,8,1,1,3,3,1,1,1,1,1,1,4,4,4,4,1,1,3,3,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,4,4,4,4,1,1,3,3,1,1,1
1,1,1,8,1,1,1,8,1,8,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1
8,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1
1,1,4,4,4,4,1,1,1,1,1,8,8,1,1,1,1,1,1,8,1,1,8,1,1,8,1,1
1,1,4,4,4,4,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,8,8,1
1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,3,3,1,1,1,4,4,4,4,1,1,8,1
1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,8,1,8,1
1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,8,1,4,4,4,4,1,1,1,1
1,1,7,7,7,1,1,1,4,4,4,4,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1
1,1,7,7,7,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,7,7,7,1,1,1,4,4,4,4,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1
