1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,1,1,1,1,1,3,3,3,3,1,8,1,1,1,1,1,8,1,1,8
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,8,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,8,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,8,1,8,1,1,1,1,1,1,1,1
1,8,1,1,1,1,1,8,1,8,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,6,6,1,1,1
1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,8,8,1,1,6,6,1,1,1
1,1,1,1,8,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1
1,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1
1,8,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,1,4,4,4,1,1,1,1,1,8
1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,4,4,4,1,1,1,1,1,8
1,1,1,1,1,1,1,8,1,1,8,8,1,1,8,1,1,1,1,4,4,4,1,1,1,1,1,1
1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,6,6,1
1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1
1,1,1,6,6,1,1,3,3,3,3,1,1,1,1,1,1,4,4,4,1,8,1,1,1,1,1,1
1,1,1,1,1,1,1,3,3,3,3,8,1,1,1,1,1,4,4,4,1,8,1,1,1,8,1,1
1,1,8,1,1,1,1,3,3,3,3,1,1,1,8,1,1,4,4,4,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,3,3,3,1,1,8,1,1,8,8,1,1,1,1,1,8,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,8,1,1,1
1,1,8,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,8,1,1,1,1,1,8,1,1,6,6,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1
1,1,1,1,1,1,1,1,8,1,1,6,6,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1
1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,8,1,8,1,1,1,1,1,1,1,1
