1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1,2,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0
1,2,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,0
0,0,0,0,1,2,4,4,4,4,4,4,4,4,2,1,0
0,0,0,0,1,2,4,3,3,3,3,3,3,4,2,1,0
0,0,0,0,1,2,4,3,6,6,6,6,3,4,2,1,0
0,0,0,0,1,2,4,3,6,6,6,6,3,4,2,1,0
0,0,0,0,1,2,4,3,3,3,3,3,3,4,2,1,0
0,0,0,0,1,2,4,4,4,4,4,4,4,4,2,1,0
0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
