8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,8,8,1,4,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,8,1,4,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,8,1,4,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,1,4,8,8,8,8,8
9,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,1,4,8,8,8,8,8
8,9,8,8,8,8,8,8,9,1,8,8,8,8,8,8,1,8,4,8,8,8,8,8
8,8,9,8,8,8,8,9,8,8,1,8,8,8,8,1,8,8,4,8,8,8,8,8
8,8,8,9,3,3,9,8,8,8,8,1,3,3,1,8,8,3,4,3,3,8,8,8
8,8,8,3,9,9,3,8,8,8,8,3,1,1,3,8,8,3,4,4,3,8,8,8
8,8,8,3,9,9,3,8,8,8,8,3,1,1,3,8,8,3,4,4,3,8,8,8
8,8,8,9,3,3,9,8,8,8,8,1,3,3,1,8,8,3,4,3,3,8,8,8
8,8,9,8,8,8,8,9,8,8,1,8,8,8,8,1,8,8,4,8,8,8,8,8
8,9,8,8,8,8,8,8,9,1,8,8,8,8,8,8,1,8,4,8,8,8,8,8
9,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,1,4,8,8,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,1,4,8,8,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8,8,8
8,8,8,8,8,8,8,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8,8,8
8,3,3,3,3,8,8,8,9,1,8,8,8,8,8,8,8,8,8,1,4,8,8,8
8,3,6,6,6,6,6,6,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8,8
8,3,6,6,3,8,8,8,6,8,9,1,8,8,8,8,8,8,8,8,1,4,8,8
8,3,3,3,3,8,8,8,8,6,8,9,1,8,8,8,8,8,8,8,1,4,8,8
8,8,8,8,8,8,8,8,8,8,6,8,9,1,8,8,8,8,8,8,8,1,4,8
