8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,4
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,4,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,4,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,4,8,8,8
8,8,8,3,3,3,3,8,8,8,8,8,8,2,8,4,8,8,8,8
8,8,8,3,2,2,2,2,2,2,2,2,2,8,4,8,8,8,8,8
2,2,2,2,2,2,3,8,8,8,8,8,8,4,8,8,8,8,8,8
8,8,8,3,3,3,3,8,8,8,8,8,8,4,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,3,3,4,3,8,8,8,8,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,3,4,4,3,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,3,3,3,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7,3,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,3,7,7,3,8,8,8,8,8,8,8,8,8,8,8
