0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
