2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,4,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,8,8,8,8,8,1,8,8,2,2
2,2,2,2,2,2,2,2,2,2,2,2,8,8,4,1,4,1,4,1,4,9,2,2,2
2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,8,8,8,8,8,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,8,8,8,8,4,8,8,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,8,8,8,8,8,1,8,8,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,8,8,8,8,8,4,8,8,8,8,8,8,8,2,2,2
2,2,2,2,2,2,2,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,2,2,2
2,2,2,2,2,2,2,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,2
2,2,2,8,2,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,2
8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,2,2,2,2,2,2,2,2,2
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,2,2,2,2,2,2,2
4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,9,2,2,2,2,2,2,2,2,2
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2
2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2
2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2
2,2,2,2,2,8,8,8,8,8,8,8,8,8,2,2,8,8,2,2,2,2,2,2,2
2,2,2,2,2,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2
2,2,2,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2
2,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2
4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,9,2,2,2,2,2,2,2
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
