0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,2,0,2,0
0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,0,0,0,0,2,0,2,0,0,0,0,0,0
0,8,8,8,8,8,8,0,0,0,0,0,4,2,0,0,0,0,0,0
0,8,8,8,8,8,8,0,0,0,0,2,2,2,0,0,0,0,0,0
0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
