0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
0,8,8,8,0,8,8,8,0,8,8,8,7,8,8,8,7
0,8,0,8,0,8,0,8,0,8,0,8,7,8,7,8,7
0,8,8,8,0,8,8,8,0,8,8,8,7,8,8,8,7
0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
0,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0
0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
0,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0
3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
3,8,8,8,0,8,8,8,0,8,8,8,3,8,8,8,0
3,8,3,8,0,8,3,8,0,8,3,8,3,8,0,8,0
3,8,8,8,0,8,8,8,0,8,8,8,3,8,8,8,0
3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0
0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
0,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
