6,3,3,3,4,3,3,9,3,0,6,3,6,0,2,1,3,0,0,6
7,8,3,3,4,3,3,9,0,5,2,0,0,1,0,6,9,3,2,9
0,0,3,3,4,3,3,9,0,9,1,7,0,4,1,6,3,0,1,6
2,0,3,3,3,3,3,4,6,6,2,1,0,3,9,8,2,7,1,5
7,7,3,3,3,3,3,0,2,0,4,7,9,3,1,9,5,3,5,7
5,9,1,6,1,8,2,8,4,4,7,0,8,1,7,7,0,9,0,9
6,5,7,9,1,4,0,8,6,7,3,3,2,0,1,1,5,0,4,2
3,4,8,0,2,1,7,7,0,0,0,7,0,2,5,2,2,0,1,0
7,0,8,5,0,6,7,9,3,2,9,3,5,3,3,1,5,5,7,7
5,7,9,0,5,2,0,7,0,5,4,7,7,3,3,3,1,7,0,0
8,7,7,0,2,2,4,2,0,7,9,0,6,6,6,6,6,6,6,6
0,0,8,1,7,2,6,6,3,7,2,1,6,6,6,6,6,6,6,6
4,3,6,4,8,8,3,7,2,8,8,1,6,6,7,0,0,1,3,4
3,2,8,5,3,5,7,8,2,0,3,0,6,6,0,6,6,6,6,6
3,8,4,1,5,0,5,1,7,8,0,6,6,6,0,6,6,6,6,6
2,0,0,7,7,0,9,7,1,2,3,6,6,6,0,6,6,6,9,0
4,7,2,5,0,6,6,0,6,2,0,2,6,6,5,6,6,6,7,6
0,4,4,2,0,4,8,3,1,0,0,5,6,6,2,6,6,4,1,0
1,0,4,8,1,5,8,9,9,9,4,6,9,1,0,9,4,1,5,0
4,7,1,0,7,5,2,1,0,7,0,0,1,5,6,6,2,9,8,0
