6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,9,6,6,6,6,9,0,0,0,0,0,6,6
6,6,6,6,9,6,6,6,6,9,0,5,5,5,0,6,6
6,6,6,6,9,6,6,6,6,9,0,0,0,0,0,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,0,0,0,0,0,0,9,6,6,6,6,6,6,9
6,6,6,0,5,5,5,5,0,9,6,6,6,6,6,6,9
6,6,6,0,5,5,5,5,0,9,6,6,6,6,6,6,9
6,6,6,0,0,0,0,0,0,9,6,6,6,6,6,6,9
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,6,6,6,9,0,0,0,0,0,0,0,6,6,6,6,6
9,6,6,6,9,0,7,5,5,5,5,0,6,6,6,6,6
9,6,6,6,9,0,7,7,5,5,5,0,6,6,6,6,6
9,6,6,6,9,0,0,0,0,0,0,0,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
