0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,8,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
