4,7,1,3,7,7,7,9,6,4,7,7,7,7,7,7
7,7,7,3,7,7,7,4,5,9,7,7,7,7,7,7
2,7,7,3,7,7,7,0,0,0,7,7,7,7,7,7
3,3,3,3,7,7,7,0,0,0,7,7,7,7,7,7
7,7,7,7,7,7,7,6,5,0,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4
7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0
7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0
7,7,7,7,7,7,7,7,7,9,0,0,8,7,6,0
7,7,7,7,7,7,7,7,7,0,6,0,5,7,0,0
7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0
7,7,7,7,7,7,7,7,7,0,2,2,0,7,0,8
