4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,0,4,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,4,0,0,5
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6,0,0,0,1,1,1,1,1,1,1,0,1,1,1,4,0,0,0,0,0,5
6,6,0,0,0,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,0
6,6,0,0,1,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,5
6,0,0,0,0,0,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,0
6,0,0,0,0,0,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,0
6,0,0,0,1,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,5
6,6,0,0,1,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,0
6,0,0,0,1,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,5
6,0,0,0,1,1,1,1,1,1,1,8,1,1,1,4,0,0,0,0,0,0
6,0,0,0,1,1,1,1,1,2,2,8,2,2,1,4,0,0,0,0,0,0
6,0,0,0,1,1,1,1,1,2,1,1,1,1,1,4,0,0,0,0,0,0
6,0,0,0,1,8,8,8,8,8,1,1,1,3,1,4,0,0,0,0,0,0
6,6,0,0,1,1,1,1,1,2,1,1,1,3,1,4,0,0,0,0,0,5
6,0,0,0,1,1,1,1,1,2,1,3,3,3,1,4,0,0,0,0,0,5
6,6,0,0,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,0,0
6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6,0,5,5,0,0,0,5,0,5,0,5,5,0,0,0,5,5,0,0,5,5
