8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,5,6,5,5,5,5,5,6,5,8,8,8,8
8,8,8,8,8,8,6,5,5,5,5,5,5,5,6,8,8,8,8
8,8,8,8,8,8,5,5,3,5,2,5,3,5,5,8,8,8,8
8,8,8,8,8,8,5,5,5,8,8,8,5,5,5,8,8,8,8
8,8,8,8,8,8,5,5,2,8,8,8,2,5,5,8,8,8,8
8,8,8,8,8,8,5,5,5,8,8,8,5,5,5,8,8,8,8
8,8,8,8,8,8,5,5,3,5,2,5,3,5,5,8,8,8,8
8,8,8,8,8,8,6,5,5,5,5,5,5,5,6,8,8,8,8
8,8,8,8,8,8,5,6,5,5,5,5,5,6,5,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
