0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
