8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,1,1,1,1,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,1,2,2,1,8,8,1,5,5,1,7,7,7,1,7,7,1,8,8
8,1,2,2,1,8,8,1,5,5,1,7,7,7,1,7,7,1,8,8
8,1,1,1,1,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,8,2,2,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8
8,8,2,2,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8
8,8,2,2,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8
8,1,1,1,1,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,1,3,3,1,3,3,1,9,9,1,8,8,8,1,6,6,1,8,8
8,1,3,3,1,3,3,1,9,9,1,8,8,8,1,6,6,1,8,8
8,1,1,1,1,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,2,2,8,8,8
8,8,8,8,8,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,8,8,8,8,8,8,1,4,4,1,4,4,4,1,2,2,1,8,8
8,8,8,8,8,8,8,1,4,4,1,4,4,4,1,2,2,1,8,8
8,8,8,8,8,8,8,1,1,1,1,8,8,8,1,1,1,1,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,2,8,3,8,9,8,4,8,2,8,6,8,7,8,5,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
