8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,1,1,3,1,1,8,8,8,1,1,2,1,1,8,8,8,1,1,9,1,1,8,8,8,8,8
8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,6,1,1,8,8,8,1,1,4,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,1,1,1,1,1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,7,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,3,8,2,8,9,8,4,8,6,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
