1,1,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,1,1,4,8,8,1,8,1,8,8,3,8,3,8,8,8,8,8,8,8,8,8,8
1,1,4,4,8,8,1,1,1,8,8,3,3,3,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,1,8,8,8,3,3,3,8,8,8,8,8,8,8,8,8,8
3,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8
8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,3,3,3,8,1,1,1,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,3,3,3,8,1,1,1,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,3,3,3,8,1,1,1,8,5,8,8
8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,8,8,8,8,3,3,3,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,8,8,8,8,3,3,3,8,5,8,8
8,8,8,5,8,3,3,3,8,1,1,1,8,8,8,8,8,3,3,3,8,5,8,8
8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8
8,8,8,5,8,8,8,8,8,3,3,3,8,1,1,1,8,1,1,1,8,5,8,8
8,8,8,5,8,8,8,8,8,3,3,3,8,1,1,1,8,1,1,1,8,5,8,8
8,8,8,5,8,8,8,8,8,3,3,3,8,1,1,1,8,1,1,1,8,5,8,8
8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8
8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8
