4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,5,5,5,5,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,5,5,5,5,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,5,5,5,5,5,5,8,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,4
4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,4
4,2,2,2,2,2,4,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,4
4,2,2,2,2,2,4,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,4
4,2,2,2,2,2,4,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,4
4,2,5,5,5,2,4,3,3,3,3,3,3,3,4,8,5,5,5,5,5,5,8,4
4,2,2,2,2,2,4,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
