8,8,8,8,8,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,4,8,8,8
8,8,8,8,8,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,4,8,8,8
8,8,8,8,1,8,8,8,8,8,2,8,8,8
8,8,8,1,1,1,2,3,2,3,4,3,2,3
8,8,8,8,1,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,4,8,8,8
8,8,8,8,8,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,4,8,8,8
8,8,8,8,8,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,4,8,8,8
8,8,8,8,8,8,8,8,8,8,2,8,8,8
8,8,8,8,8,8,8,8,8,8,1,8,8,8
8,8,8,8,8,8,8,8,8,1,1,1,8,8
8,8,8,8,8,8,8,8,8,8,1,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8
