8,8,8,8,8,8,8,8,4,2,8,8,8
8,8,1,1,8,8,8,8,4,2,8,8,8
8,1,1,1,1,8,8,8,4,2,8,8,8
8,1,1,1,1,8,8,8,4,2,8,8,8
8,1,1,1,1,8,8,8,4,2,8,8,8
8,8,1,1,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,4,2,8,8,8
8,8,2,3,8,8,8,8,1,1,8,8,8
8,8,2,3,8,8,8,1,1,1,1,8,8
8,8,2,3,8,8,8,1,1,1,1,8,8
8,8,2,3,8,8,8,1,1,1,1,8,8
8,8,2,3,8,8,8,8,1,1,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
8,8,2,3,8,8,8,8,8,8,8,8,8
