0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,8,8,3,3,8,8,0,0,8,8,3,3,8,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
