8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8
8,3,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8
8,3,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,3,8,6,8,3,8,8,8,8,8,8,8,8,8,8,8,8,6
8,3,8,6,8,3,8,4,4,4,4,8,5,5,5,8,8,8,6
8,3,8,6,8,3,8,4,8,8,4,8,5,8,5,8,8,8,6
8,3,8,6,8,3,8,4,8,2,2,2,5,2,5,2,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,5,8,5,8,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,5,5,5,8,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,8,8,8,8,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,8,8,8,8,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,8,8,8,8,2,8,6
8,3,8,6,8,3,8,4,8,2,4,8,8,8,8,8,2,8,6
8,3,8,6,6,6,6,4,6,2,4,6,6,6,6,6,2,6,6
8,3,8,8,8,3,8,4,8,2,2,2,2,2,2,2,2,8,8
8,3,3,3,3,3,8,4,4,4,4,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
