9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,0,0,0,0,0,0,0,0,0,9,9,9,9
9,0,0,0,7,7,7,7,7,7,7,7,7,9
9,0,4,4,8,7,7,7,7,7,7,8,7,9
9,0,4,8,8,8,0,0,0,0,8,8,8,9
9,0,4,4,8,4,1,1,1,1,1,8,1,9
9,0,4,4,4,4,1,1,1,1,1,1,1,9
9,0,0,0,1,1,1,1,1,1,1,1,1,9
9,0,0,0,1,1,1,1,1,1,1,1,1,9
9,0,0,0,1,8,1,1,1,1,1,1,1,9
9,0,0,0,8,8,8,0,0,0,9,9,9,9
9,0,0,0,0,8,0,0,0,0,9,9,9,9
9,0,0,0,6,6,6,6,6,6,6,6,9,9
9,0,0,0,6,6,6,6,6,6,6,6,9,9
9,0,0,0,6,6,6,6,6,8,6,6,9,9
9,9,8,9,6,6,6,6,8,8,8,6,9,9
9,8,8,8,9,9,9,9,9,8,9,9,9,9
9,9,8,9,9,9,9,9,9,9,9,9,9,9
