7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,4,6,7,6,7,7,7,7,7
7,7,7,7,7,7,6,6,4,1,6,1,6,7,7,7,7
7,7,7,7,7,6,1,1,4,3,1,1,6,7,7,7,7
7,7,7,7,6,1,1,3,4,9,3,1,1,6,7,7,7
7,7,7,6,1,1,3,9,4,9,9,3,1,6,7,7,7
7,7,7,6,1,3,9,9,4,9,9,3,1,1,6,7,7
8,7,7,6,1,3,9,9,8,9,9,3,1,6,7,7,8
7,7,6,1,1,3,9,9,4,9,9,3,1,6,7,7,7
7,7,7,6,1,3,9,9,4,9,3,1,1,6,7,7,7
7,7,7,6,1,1,3,9,4,3,1,1,6,7,7,7,7
7,7,7,7,6,1,1,3,4,1,1,6,7,7,7,7,7
7,7,7,7,6,1,6,1,4,6,6,7,7,7,7,7,7
7,7,7,7,7,6,7,6,4,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
