3,2,7,8,4,7,7,4,1,1,1,7,6,4,6,4,4,6,4,6,7,1,1,1,4,7,7,4,8,7
2,3,8,7,7,4,4,7,1,1,7,1,6,6,4,6,6,4,6,6,1,7,1,1,7,4,4,7,7,8
1,4,3,2,7,4,4,7,5,5,1,1,6,4,1,1,1,1,4,6,1,1,5,5,7,4,4,7,2,3
4,1,2,3,4,7,7,4,9,9,9,9,4,6,1,1,1,1,6,4,1,1,5,5,4,7,7,4,3,2
6,9,9,9,9,9,7,8,9,9,9,9,1,6,5,8,8,5,6,1,4,6,6,6,8,7,2,3,8,8
6,9,9,9,9,9,9,9,9,9,9,9,1,1,8,5,5,8,1,1,6,4,6,4,7,8,3,2,8,8
8,8,6,9,9,9,9,9,9,9,9,9,2,2,1,6,6,1,2,2,1,1,4,6,2,3,4,1,6,6
8,8,6,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,2,2,1,1,6,4,3,2,1,4,6,6
1,1,5,9,9,9,9,9,9,6,3,3,8,8,8,2,2,8,8,8,3,3,6,4,4,6,4,6,5,5
1,1,5,9,9,9,9,9,9,4,3,3,8,8,2,8,8,2,8,8,3,3,4,7,6,4,6,6,5,5
1,7,1,1,6,4,1,1,8,6,4,6,8,2,8,8,8,8,2,8,6,4,6,8,1,1,4,6,1,1
7,1,1,1,4,6,1,1,6,8,7,4,2,8,8,8,8,8,8,2,4,7,8,6,1,1,6,4,1,1
6,6,6,4,1,1,2,2,5,4,6,6,4,6,3,3,3,3,6,4,6,6,4,5,2,2,1,1,4,6
4,6,4,6,6,1,2,2,4,5,6,6,7,4,3,3,3,3,4,7,6,6,5,4,2,2,1,6,6,4
6,4,1,1,5,8,1,1,6,6,5,4,8,6,4,6,6,4,6,8,4,5,6,6,1,1,8,5,1,1
4,6,1,1,8,5,6,1,6,6,4,5,6,8,7,4,4,7,8,6,5,4,6,6,1,6,5,8,1,1
4,6,1,1,8,5,6,1,6,6,4,5,6,8,7,4,4,7,8,6,5,4,6,6,1,6,5,8,1,1
6,4,1,1,5,8,1,1,6,6,5,4,8,6,4,6,6,4,6,8,4,5,6,6,1,1,8,5,1,1
4,6,4,6,6,1,2,2,4,5,6,6,7,4,3,3,3,3,4,7,6,6,5,4,2,2,1,6,6,4
6,6,6,4,1,1,2,2,5,4,6,6,4,6,3,3,3,3,6,4,6,6,4,5,2,2,1,1,4,6
7,1,1,1,4,6,1,1,6,8,7,4,2,8,8,8,8,8,8,2,4,7,8,6,1,1,6,4,1,1
1,7,1,1,6,4,1,1,8,6,4,6,8,2,8,8,8,8,2,8,6,4,6,8,1,1,4,6,1,1
1,1,5,5,6,6,4,6,7,4,3,3,8,8,2,8,8,2,8,8,3,3,4,7,6,4,6,6,5,5
1,1,5,5,6,4,6,4,4,6,3,3,8,8,8,2,2,8,8,8,3,3,6,4,4,6,4,6,5,5
8,8,6,6,4,1,2,3,4,6,1,1,2,2,1,1,1,1,2,2,1,1,6,4,3,2,1,4,6,6
8,8,6,6,1,4,3,2,6,4,9,9,9,9,9,9,6,1,2,2,1,1,4,6,2,3,4,1,6,6
6,6,8,8,2,3,8,7,4,6,9,9,9,9,9,9,5,8,1,1,6,4,6,4,7,8,3,2,8,8
6,6,8,8,3,2,7,8,6,6,9,9,9,9,9,9,8,5,6,1,4,6,6,6,8,7,2,3,8,8
4,1,2,3,4,7,7,4,5,5,1,1,4,6,1,1,1,1,6,4,1,1,5,5,4,7,7,4,3,2
1,4,3,2,7,4,4,7,5,5,1,1,6,4,1,1,1,1,4,6,1,1,5,5,7,4,4,7,2,3
