0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3
1,1,3,1,8,5,1,1,3,8,1,5,1,1,3,1,1,5,1,8,3,1,1,5,8,1,3,1
8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
1,1,3,1,8,5,1,1,3,8,1,5,1,1,3,1,1,5,1,8,3,1,1,5,8,1,3,1
3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3
8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3
1,1,3,1,8,5,1,1,3,8,1,5,1,1,3,1,1,5,1,8,3,1,1,5,8,1,3,1
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,3,1,8,6,0,1,3,8,0,6,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
8,8,3,8,8,6,8,8,3,8,8,6,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8
3,3,3,3,3,6,3,3,3,3,3,6,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3
0,0,3,1,8,6,0,1,3,8,0,6,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
0,0,3,1,8,6,0,1,3,8,0,6,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8,8,5,8,8,3,8
0,0,3,1,8,5,0,1,3,8,0,5,0,0,3,1,0,5,0,8,3,0,0,5,8,0,3,1
3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3
1,1,3,1,8,5,1,1,3,8,1,5,1,1,3,1,1,5,1,8,3,1,1,5,8,1,3,1
