0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
2,2,2,4,2,5,2,4,2,2,2,5,2,2,2,4,2,5,2,4,2,2,2,5
4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5
8,8,2,4,8,5,8,4,2,8,8,5,8,8,2,4,8,5,8,4,2,8,8,5
5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
0,0,2,4,8,3,0,4,2,8,0,3,0,0,2,4,0,5,0,4,2,0,0,5
4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,5
2,2,2,4,2,3,2,4,2,2,2,3,2,2,2,4,2,5,2,4,2,2,2,5
8,8,2,4,8,3,8,4,2,8,8,3,8,8,2,4,8,5,8,4,2,8,8,5
0,0,2,4,8,3,0,4,2,8,0,3,0,0,2,4,0,5,0,4,2,0,0,5
5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
2,2,2,4,2,5,2,4,2,2,2,5,2,2,2,4,2,5,2,4,2,2,2,5
4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5
2,2,2,4,2,5,2,4,2,2,2,5,2,2,2,4,2,5,2,4,2,2,2,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
0,0,2,4,8,5,0,4,2,8,0,5,0,0,2,4,0,5,0,4,2,0,0,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
