2,2,7,6,8,9,9,1,1,9,9,8,6,7,2,2
2,1,6,2,9,5,1,1,1,1,4,4,4,4,1,2
7,6,3,3,9,1,6,6,6,6,4,4,4,4,6,7
6,2,3,8,1,1,6,6,6,6,4,4,4,4,2,6
8,9,9,1,1,7,1,1,1,1,7,1,1,9,9,8
9,5,1,1,7,7,1,3,3,1,7,7,1,1,5,9
9,1,6,6,1,1,3,3,3,3,1,1,6,6,1,9
1,1,6,6,1,3,3,2,2,3,3,1,6,6,1,1
1,1,6,4,4,3,3,2,2,3,3,1,6,6,1,1
9,1,6,4,4,1,3,3,3,3,1,1,6,6,1,9
9,5,1,4,4,7,1,3,3,1,7,7,1,1,5,9
8,9,9,1,1,7,1,1,1,1,7,1,1,9,9,8
6,2,3,8,1,1,6,6,6,6,1,1,8,3,2,6
7,6,3,3,9,1,6,6,6,6,1,9,3,3,6,7
2,1,6,2,9,5,1,1,1,1,5,9,2,6,1,2
2,2,7,6,8,9,9,1,1,9,9,8,6,7,2,2
