9,9,6,5,9,6,7,7,7,7,6,9,5,6,9,9
9,1,5,5,6,1,7,9,9,7,1,6,5,5,1,9
6,5,1,9,7,7,3,3,3,3,7,7,9,1,5,6
5,5,9,3,7,9,3,3,3,3,9,7,3,9,5,5
9,6,7,7,3,8,9,1,1,9,8,3,7,7,6,9
6,1,7,9,8,3,1,1,1,1,3,8,9,7,1,6
7,7,3,3,9,1,6,6,6,6,1,9,3,3,7,7
7,9,3,3,1,1,6,1,1,6,1,1,3,3,9,7
7,9,3,3,1,1,6,1,1,6,1,1,3,3,9,7
7,7,3,3,9,1,6,6,6,6,1,9,3,3,7,7
6,1,7,9,8,3,1,1,1,1,3,8,9,7,1,6
9,6,7,7,3,8,9,1,1,9,8,3,7,7,6,9
5,5,9,3,7,9,3,3,3,3,9,7,3,9,5,5
6,5,1,9,7,7,3,3,3,3,7,7,9,1,5,6
9,1,5,5,6,1,7,9,9,7,1,6,5,5,1,9
9,9,6,5,9,6,7,7,7,7,6,9,5,6,9,9
