0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1
2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1
2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2
0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1
2,1,1,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2
0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1
2,1,1,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2
0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1
2,1,1,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2
0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1
2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8
1,2,2,1,2,2,1,2,2,1,2,2,1,8,8,8,8,8,8
2,1,1,2,1,1,2,1,1,2,1,1,2,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8
1,2,2,1,2,2,1,2,2,1,2,2,1,8,8,8,8,8,8
