4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,3,3,3,6,5,4
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,3,3,3,5,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4
4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4
8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,8,8,8,8,8,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4
8,8,8,8,8,8,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4
8,8,8,8,8,8,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4
8,8,8,8,8,8,4,6,5,2,2,2,2,2,2,2,2,2,2,2,2,4
8,8,8,8,8,8,4,5,6,2,2,2,2,2,2,2,2,2,2,2,2,4
4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4
4,6,5,4,6,5,4,6,5,2,2,2,2,2,2,2,2,2,2,2,2,4
4,5,6,4,5,6,4,5,6,2,2,2,2,2,2,2,2,2,2,2,2,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4
4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4
