3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6
3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5
3,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6
3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5
3,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4
3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
3,4,5,2,2,2,2,2,2,4,5,6,3,4,5,6,3,4,5,6
3,5,3,2,2,2,2,2,2,5,3,5,3,5,3,5,3,5,3,5
3,6,5,2,2,2,2,2,2,6,5,4,3,6,5,4,3,6,5,4
3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
3,4,5,6,3,4,5,6,3,4,5,6,3,1,1,1,1,1,1,1
3,5,3,5,3,5,3,5,3,5,3,5,3,1,1,1,1,1,1,1
3,6,5,4,3,6,5,4,3,6,5,4,3,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
3,4,5,6,3,4,5,6,3,4,5,6,3,1,1,1,1,1,1,1
3,5,3,5,3,5,3,5,3,5,3,5,3,1,1,1,1,1,1,1
3,6,5,4,3,6,5,4,3,6,5,4,3,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6
